album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,artist
24K Magic,1,6b8Be6ljOzmkOmFslEb23P,24K Magic,spotify:track:6b8Be6ljOzmkOmFslEb23P,0.034,0.818,0.8029999999999999,0.0,0.153,-4.282,0.0797,106.97,0.632,77,Bruno Mars
24K Magic,2,0mBKv9DkYfQHjdMcw2jdyI,Chunky,spotify:track:0mBKv9DkYfQHjdMcw2jdyI,0.0208,0.5710000000000001,0.539,0.0,0.125,-4.4460000000000015,0.116,202.103,0.727,69,Bruno Mars
24K Magic,3,1I6pKIyaBp4OebTGLJpCCC,Perm,spotify:track:1I6pKIyaBp4OebTGLJpCCC,0.0145,0.853,0.871,6.840000000000001e-05,0.198,-3.715,0.0851,124.021,0.863,66,Bruno Mars
24K Magic,4,0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,0.013,0.853,0.56,0.0,0.0944,-4.961,0.0406,134.066,0.86,81,Bruno Mars
24K Magic,5,0kN8xEmgMW9mh7UmDYHlJP,Versace on the Floor,spotify:track:0kN8xEmgMW9mh7UmDYHlJP,0.196,0.578,0.574,0.0,0.083,-6.209,0.0454,174.15200000000004,0.301,73,Bruno Mars
24K Magic,6,2mrZYZGmPFV3QOyYPZ1zsn,Straight up & Down,spotify:track:2mrZYZGmPFV3QOyYPZ1zsn,0.0209,0.552,0.733,0.0,0.0858,-6.898,0.0933,143.56,0.643,63,Bruno Mars
24K Magic,7,6ObpR8ek44tvWefQRcSo8K,Calling All My Lovelies,spotify:track:6ObpR8ek44tvWefQRcSo8K,0.0392,0.662,0.705,2.38e-06,0.105,-6.56,0.0399,159.996,0.865,63,Bruno Mars
24K Magic,8,5XMkENs3GfeRza8MfVAhjK,Finesse,spotify:track:5XMkENs3GfeRza8MfVAhjK,0.007809999999999998,0.741,0.7979999999999999,0.0,0.0232,-5.3420000000000005,0.0718,104.953,0.939,67,Bruno Mars
24K Magic,9,0B0tYbVp7pDQAqKDhgMeaL,Too Good to Say Goodbye,spotify:track:0B0tYbVp7pDQAqKDhgMeaL,0.0389,0.5870000000000001,0.63,0.0,0.35,-6.0539999999999985,0.0311,76.97,0.433,64,Bruno Mars
Unorthodox Jukebox (Deluxe Edition),1,5Pr2AFUNbDMo73grOJDWvy,Young Girls,spotify:track:5Pr2AFUNbDMo73grOJDWvy,0.461,0.561,0.7490000000000001,1.82e-06,0.205,-4.9510000000000005,0.032,125.986,0.501,21,Bruno Mars
Unorthodox Jukebox (Deluxe Edition),2,2VoO0foG09SUeuat3wYLNG,Locked out of Heaven,spotify:track:2VoO0foG09SUeuat3wYLNG,0.049,0.726,0.698,0.0,0.309,-4.165,0.0431,143.994,0.867,23,Bruno Mars
Unorthodox Jukebox (Deluxe Edition),3,13dX0sTiBQabys1vYMjmIk,Gorilla,spotify:track:13dX0sTiBQabys1vYMjmIk,0.445,0.7170000000000001,0.544,5.16e-06,0.0973,-6.598,0.0371,139.959,0.6409999999999999,19,Bruno Mars
Unorthodox Jukebox (Deluxe Edition),4,5rCuwVqnDRL45hxb7cm6SJ,Treasure,spotify:track:5rCuwVqnDRL45hxb7cm6SJ,0.0412,0.8740000000000001,0.6920000000000001,7.240000000000001e-05,0.324,-5.28,0.0431,116.017,0.937,29,Bruno Mars
Unorthodox Jukebox (Deluxe Edition),5,6dvacupcEKreloCB9nkAsT,Moonshine,spotify:track:6dvacupcEKreloCB9nkAsT,0.211,0.705,0.784,4.3e-06,0.0813,-4.351,0.0279,104.98,0.418,18,Bruno Mars
Unorthodox Jukebox (Deluxe Edition),6,3Aj1JsbwzjCEKsYF6TtRKc,When I Was Your Man,spotify:track:3Aj1JsbwzjCEKsYF6TtRKc,0.932,0.612,0.28,0.0,0.08800000000000001,-8.648,0.0434,72.795,0.387,20,Bruno Mars
Unorthodox Jukebox (Deluxe Edition),7,1rZu1PXFKzO5AP9ODhgq1f,Natalie,spotify:track:1rZu1PXFKzO5AP9ODhgq1f,0.15,0.76,0.733,0.0,0.0647,-6.704,0.0504,111.975,0.611,19,Bruno Mars
Unorthodox Jukebox (Deluxe Edition),8,3TBAyGWDLOaaLW3g14AVAi,Show Me,spotify:track:3TBAyGWDLOaaLW3g14AVAi,0.0461,0.743,0.706,0.0,0.204,-5.728,0.0535,77.98899999999998,0.514,18,Bruno Mars
Unorthodox Jukebox (Deluxe Edition),9,0yxyY3XyGhWdkd22OILEHO,Money Make Her Smile,spotify:track:0yxyY3XyGhWdkd22OILEHO,0.0943,0.754,0.677,7.390000000000001e-05,0.153,-6.555,0.0709,93.022,0.78,17,Bruno Mars
Unorthodox Jukebox (Deluxe Edition),10,0RuG8C8gJGv9QAy29DMZiQ,If I Knew,spotify:track:0RuG8C8gJGv9QAy29DMZiQ,0.722,0.522,0.413,0.0,0.0854,-5.86,0.0316,175.972,0.49,19,Bruno Mars
Unorthodox Jukebox (Deluxe Edition),11,3zRfP7U300ogttIfwqB5HD,Old & Crazy (feat. Esperanza Spalding),spotify:track:3zRfP7U300ogttIfwqB5HD,0.443,0.5660000000000001,0.43,0.00047,0.206,-10.464,0.278,187.766,0.828,20,Bruno Mars
Unorthodox Jukebox (Deluxe Edition),12,2OTH8T7TqMYt51baDvVEHQ,Young Girls - Demo,spotify:track:2OTH8T7TqMYt51baDvVEHQ,0.862,0.631,0.337,0.0,0.374,-8.624,0.0312,125.909,0.489,18,Bruno Mars
Unorthodox Jukebox (Deluxe Edition),13,1Yl0H4Mn4xDVAFSJ0IM5t3,Gorilla - Demo,spotify:track:1Yl0H4Mn4xDVAFSJ0IM5t3,0.752,0.631,0.435,0.0,0.0579,-6.561,0.0308,139.829,0.41,16,Bruno Mars
Unorthodox Jukebox (Deluxe Edition),14,03wqOqPhG7W8T83L7hOt4j,Moonshine - The Futuristics Remix,spotify:track:03wqOqPhG7W8T83L7hOt4j,0.000188,0.654,0.782,0.00225,0.175,-4.924,0.0561,108.954,0.594,16,Bruno Mars
Unorthodox Jukebox (Deluxe Edition),15,1uQ8qCbeeA39xd1gIcaxgM,Locked out of Heaven - Major Lazer Remix,spotify:track:1uQ8qCbeeA39xd1gIcaxgM,0.000509,0.6859999999999999,0.8270000000000001,1.24e-06,0.726,-4.063,0.0325,144.035,0.648,16,Bruno Mars
Unorthodox Jukebox,1,6aDzodSr4gqsMXAX8yt3bb,Young Girls,spotify:track:6aDzodSr4gqsMXAX8yt3bb,0.461,0.561,0.7490000000000001,1.82e-06,0.205,-4.9510000000000005,0.032,125.986,0.501,29,Bruno Mars
Unorthodox Jukebox,2,1qCdYQdkWvm4cYXAuOlbyc,Locked out of Heaven,spotify:track:1qCdYQdkWvm4cYXAuOlbyc,0.049,0.726,0.698,0.0,0.309,-4.165,0.0431,143.994,0.867,43,Bruno Mars
Unorthodox Jukebox,3,1DKkwzIV0EefeF2c3xmVd3,Gorilla,spotify:track:1DKkwzIV0EefeF2c3xmVd3,0.453,0.7190000000000001,0.562,4.5e-06,0.0974,-6.608,0.0381,139.96,0.622,29,Bruno Mars
Unorthodox Jukebox,4,1GDrGx9VWaAgaekuddnLYq,Treasure,spotify:track:1GDrGx9VWaAgaekuddnLYq,0.0291,0.872,0.6990000000000001,0.000121,0.0639,-5.0710000000000015,0.0349,116.033,0.934,48,Bruno Mars
Unorthodox Jukebox,5,2VQjYduVaHdaQZmgOUKRwl,Moonshine,spotify:track:2VQjYduVaHdaQZmgOUKRwl,0.211,0.705,0.784,4.3e-06,0.0813,-4.351,0.0279,104.98,0.418,24,Bruno Mars
Unorthodox Jukebox,6,4tLihrsL9WMgvI0n9R2bFS,When I Was Your Man,spotify:track:4tLihrsL9WMgvI0n9R2bFS,0.932,0.612,0.28,0.0,0.08800000000000001,-8.648,0.0434,72.795,0.387,45,Bruno Mars
Unorthodox Jukebox,7,6hUjnRyUO3XYviWDPFMYKD,Natalie,spotify:track:6hUjnRyUO3XYviWDPFMYKD,0.15,0.76,0.733,0.0,0.0647,-6.704,0.0504,111.975,0.611,26,Bruno Mars
Unorthodox Jukebox,8,7iZrvmcuxYTqLfQiAV4orU,Show Me,spotify:track:7iZrvmcuxYTqLfQiAV4orU,0.0461,0.743,0.706,0.0,0.204,-5.728,0.0535,77.98899999999998,0.514,27,Bruno Mars
Unorthodox Jukebox,9,39q0wI797G7wjG1vjiJ2wX,Money Make Her Smile,spotify:track:39q0wI797G7wjG1vjiJ2wX,0.0943,0.754,0.677,7.390000000000001e-05,0.153,-6.555,0.0709,93.022,0.78,22,Bruno Mars
Unorthodox Jukebox,10,59FEtbdOJyPFpvxPITrvWe,If I Knew,spotify:track:59FEtbdOJyPFpvxPITrvWe,0.722,0.522,0.413,0.0,0.0854,-5.86,0.0316,175.972,0.49,26,Bruno Mars
Unorthodox Jukebox,1,3G5iN5QBqMeXx3uZPy8tgB,Young Girls,spotify:track:3G5iN5QBqMeXx3uZPy8tgB,0.461,0.561,0.7490000000000001,1.82e-06,0.205,-4.9510000000000005,0.032,125.986,0.501,65,Bruno Mars
Unorthodox Jukebox,2,3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,spotify:track:3w3y8KPTfNeOKPiqUTakBh,0.049,0.726,0.698,0.0,0.309,-4.165,0.0431,143.994,0.867,80,Bruno Mars
Unorthodox Jukebox,3,2ih2U8ttFzCjnQ5njF3SrR,Gorilla,spotify:track:2ih2U8ttFzCjnQ5njF3SrR,0.445,0.7170000000000001,0.544,5.16e-06,0.0973,-6.598,0.0371,139.959,0.6409999999999999,66,Bruno Mars
Unorthodox Jukebox,4,55h7vJchibLdUkxdlX3fK7,Treasure,spotify:track:55h7vJchibLdUkxdlX3fK7,0.0412,0.8740000000000001,0.6920000000000001,7.240000000000001e-05,0.324,-5.28,0.0431,116.017,0.937,76,Bruno Mars
Unorthodox Jukebox,5,30raivfq7rSt5nKltiHfzG,Moonshine,spotify:track:30raivfq7rSt5nKltiHfzG,0.211,0.705,0.784,4.3e-06,0.0813,-4.351,0.0279,104.98,0.418,56,Bruno Mars
Unorthodox Jukebox,6,0nJW01T7XtvILxQgC5J7Wh,When I Was Your Man,spotify:track:0nJW01T7XtvILxQgC5J7Wh,0.932,0.612,0.28,0.0,0.08800000000000001,-8.648,0.0434,72.795,0.387,81,Bruno Mars
Unorthodox Jukebox,7,0inMKhbKWOTDA9UBUAKoU6,Natalie,spotify:track:0inMKhbKWOTDA9UBUAKoU6,0.15,0.76,0.733,0.0,0.0647,-6.704,0.0504,111.975,0.611,58,Bruno Mars
Unorthodox Jukebox,8,2tCPIp83mRXvVTytTAf1W4,Show Me,spotify:track:2tCPIp83mRXvVTytTAf1W4,0.0461,0.743,0.706,0.0,0.204,-5.728,0.0535,77.98899999999998,0.514,61,Bruno Mars
Unorthodox Jukebox,9,6FPQabaldvKE5cjqRfY9Os,Money Make Her Smile,spotify:track:6FPQabaldvKE5cjqRfY9Os,0.0943,0.754,0.677,7.390000000000001e-05,0.153,-6.555,0.0709,93.022,0.78,53,Bruno Mars
Unorthodox Jukebox,10,7lXOqE38eCr979gp27O5wr,If I Knew,spotify:track:7lXOqE38eCr979gp27O5wr,0.722,0.522,0.413,0.0,0.0854,-5.86,0.0316,175.972,0.49,62,Bruno Mars
Unorthodox Jukebox,1,6Z9FNZ414aQrT7k5zSTIKY,Young Girls,spotify:track:6Z9FNZ414aQrT7k5zSTIKY,0.458,0.562,0.748,3.27e-06,0.121,-4.811,0.0318,125.967,0.56,33,Bruno Mars
Unorthodox Jukebox,2,5g7sDjBhZ4I3gcFIpkrLuI,Locked out of Heaven,spotify:track:5g7sDjBhZ4I3gcFIpkrLuI,0.0556,0.728,0.6970000000000001,0.0,0.282,-4.125,0.0456,143.986,0.87,50,Bruno Mars
Unorthodox Jukebox,3,3zQ4t4cmfM6DuP0j79POrV,Gorilla,spotify:track:3zQ4t4cmfM6DuP0j79POrV,0.469,0.721,0.547,1.17e-05,0.0969,-6.539,0.0367,139.99,0.667,29,Bruno Mars
Unorthodox Jukebox,4,4G2Hbfwvn3oH7LxxPXjjGn,Treasure,spotify:track:4G2Hbfwvn3oH7LxxPXjjGn,0.034,0.8740000000000001,0.687,7.59e-05,0.324,-5.252999999999999,0.0426,116.054,0.92,43,Bruno Mars
Unorthodox Jukebox,5,4KqOYNpmqcsptsEliWnCJE,Moonshine,spotify:track:4KqOYNpmqcsptsEliWnCJE,0.205,0.706,0.773,1.8e-05,0.0756,-4.383,0.0276,104.987,0.457,22,Bruno Mars
Unorthodox Jukebox,6,0B7wvvmu9EISAwZnOpjhNI,When I Was Your Man,spotify:track:0B7wvvmu9EISAwZnOpjhNI,0.937,0.601,0.271,0.0,0.14400000000000002,-8.687999999999999,0.0403,145.494,0.411,53,Bruno Mars
Unorthodox Jukebox,7,5zHgYHO5WWz5Nme7Js1HEp,Natalie,spotify:track:5zHgYHO5WWz5Nme7Js1HEp,0.152,0.7609999999999999,0.7290000000000001,0.0,0.0696,-6.539,0.0503,111.994,0.667,25,Bruno Mars
Unorthodox Jukebox,8,11EZ9WJIQW7H37zPO2KXgf,Show Me,spotify:track:11EZ9WJIQW7H37zPO2KXgf,0.0536,0.745,0.687,0.0,0.207,-5.7,0.0616,77.979,0.539,32,Bruno Mars
Unorthodox Jukebox,9,232nQnyelarnhjBOB6JSJd,Money Make Her Smile,spotify:track:232nQnyelarnhjBOB6JSJd,0.0945,0.755,0.664,3.89e-05,0.14,-6.4,0.075,93.011,0.778,19,Bruno Mars
Unorthodox Jukebox,10,7hTINtDW5V8tWMJvi4HH7v,If I Knew,spotify:track:7hTINtDW5V8tWMJvi4HH7v,0.72,0.472,0.4370000000000001,0.0,0.0858,-5.739,0.0327,175.797,0.442,27,Bruno Mars
Doo-Wops & Hooligans,1,4lLtanYk6tkMvooU0tWzG8,Grenade,spotify:track:4lLtanYk6tkMvooU0tWzG8,0.146,0.706,0.5579999999999999,0.0,0.118,-7.237,0.0593,110.443,0.227,75,Bruno Mars
Doo-Wops & Hooligans,2,47Slg6LuqLaX0VodpSCvPt,Just the Way You Are,spotify:track:47Slg6LuqLaX0VodpSCvPt,0.0151,0.637,0.843,0.0,0.0876,-5.4129999999999985,0.0432,109.012,0.434,76,Bruno Mars
Doo-Wops & Hooligans,3,4LjkHlY5qDz0hhFJJH5M7a,Our First Time,spotify:track:4LjkHlY5qDz0hhFJJH5M7a,0.381,0.705,0.451,0.0,0.276,-8.221,0.0429,77.998,0.868,53,Bruno Mars
Doo-Wops & Hooligans,4,7hCNBVRhHzcsRAv0TQnOzq,Runaway Baby,spotify:track:7hCNBVRhHzcsRAv0TQnOzq,0.25,0.6559999999999999,0.767,0.0,0.114,-3.0380000000000003,0.0396,163.834,0.871,67,Bruno Mars
Doo-Wops & Hooligans,5,386RUes7n1uM1yfzgeUuwp,The Lazy Song,spotify:track:386RUes7n1uM1yfzgeUuwp,0.332,0.738,0.804,0.0,0.279,-3.851,0.0621,174.94299999999996,0.949,73,Bruno Mars
Doo-Wops & Hooligans,6,6SKwQghsR8AISlxhcwyA9R,Marry You,spotify:track:6SKwQghsR8AISlxhcwyA9R,0.332,0.62,0.8320000000000001,0.0,0.104,-4.848,0.036000000000000004,144.92600000000004,0.481,72,Bruno Mars
Doo-Wops & Hooligans,7,1wVuPmvt6AWvTL5W2GJnzZ,Talking to the Moon,spotify:track:1wVuPmvt6AWvTL5W2GJnzZ,0.512,0.523,0.606,0.0,0.106,-4.754,0.0301,145.83700000000005,0.065,69,Bruno Mars
Doo-Wops & Hooligans,8,1ewMCmw7qCb5a9ttqiyemu,Liquor Store Blues (feat. Damian Marley),spotify:track:1ewMCmw7qCb5a9ttqiyemu,0.11,0.691,0.8240000000000001,0.0,0.353,-3.925,0.0731,75.516,0.685,58,Bruno Mars
Doo-Wops & Hooligans,9,3B5UbSndRz907IZhhmUfLi,Count on Me,spotify:track:3B5UbSndRz907IZhhmUfLi,0.84,0.5770000000000001,0.397,0.0,0.0772,-5.98,0.028,89.044,0.509,69,Bruno Mars
Doo-Wops & Hooligans,10,78Z199FfQHt4VpnJzlYaIe,The Other Side (feat. CeeLo Green and B.o.B),spotify:track:78Z199FfQHt4VpnJzlYaIe,0.117,0.5589999999999999,0.807,4.46e-06,0.14800000000000002,-3.887,0.0304,140.08100000000002,0.5429999999999999,52,Bruno Mars
Doo-Wops & Hooligans,11,3P4v70V3Zt804r2c9dZivK,Somewhere in Brooklyn,spotify:track:3P4v70V3Zt804r2c9dZivK,0.569,0.701,0.579,0.0,0.255,-5.672999999999999,0.0412,129.969,0.349,52,Bruno Mars
Doo-Wops & Hooligans,12,6YKT5HoPwjTwhHiCNQsBMK,Talking to the Moon - Acoustic Piano,spotify:track:6YKT5HoPwjTwhHiCNQsBMK,0.867,0.354,0.333,0.0,0.107,-6.422999999999999,0.0324,101.145,0.209,55,Bruno Mars
Doo-Wops & Hooligans,1,2tJulUYLDKOg9XrtVkMgcJ,Grenade,spotify:track:2tJulUYLDKOg9XrtVkMgcJ,0.146,0.706,0.5579999999999999,0.0,0.118,-7.237,0.0593,110.443,0.227,74,Bruno Mars
Doo-Wops & Hooligans,2,7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,0.0151,0.637,0.843,0.0,0.0876,-5.4129999999999985,0.0432,109.012,0.434,79,Bruno Mars
Doo-Wops & Hooligans,3,5BmKRyAjCnvkko7Ms00YtA,Our First Time,spotify:track:5BmKRyAjCnvkko7Ms00YtA,0.381,0.705,0.451,0.0,0.276,-8.221,0.0429,77.998,0.868,50,Bruno Mars
Doo-Wops & Hooligans,4,5MMLS3xm12D7N26xlfFApr,Runaway Baby,spotify:track:5MMLS3xm12D7N26xlfFApr,0.25,0.6559999999999999,0.767,0.0,0.114,-3.0380000000000003,0.0396,163.834,0.871,65,Bruno Mars
Doo-Wops & Hooligans,5,1ExfPZEiahqhLyajhybFeS,The Lazy Song,spotify:track:1ExfPZEiahqhLyajhybFeS,0.332,0.738,0.804,0.0,0.279,-3.851,0.0621,174.94299999999996,0.949,71,Bruno Mars
Doo-Wops & Hooligans,6,22PMfvdz35fFKYnJyMn077,Marry You,spotify:track:22PMfvdz35fFKYnJyMn077,0.332,0.62,0.8320000000000001,0.0,0.104,-4.848,0.036000000000000004,144.92600000000004,0.481,72,Bruno Mars
Doo-Wops & Hooligans,7,161DnLWsx1i3u1JT05lzqU,Talking to the Moon,spotify:track:161DnLWsx1i3u1JT05lzqU,0.512,0.523,0.606,0.0,0.106,-4.754,0.0301,145.83700000000005,0.065,73,Bruno Mars
Doo-Wops & Hooligans,8,4KykoaJQ5UxjCpp3lYkvTE,Liquor Store Blues (feat. Damian Marley),spotify:track:4KykoaJQ5UxjCpp3lYkvTE,0.11,0.691,0.8240000000000001,0.0,0.353,-3.925,0.0731,75.516,0.685,60,Bruno Mars
Doo-Wops & Hooligans,9,7l1qvxWjxcKpB9PCtBuTbU,Count on Me,spotify:track:7l1qvxWjxcKpB9PCtBuTbU,0.84,0.5770000000000001,0.397,0.0,0.0772,-5.98,0.028,89.044,0.509,72,Bruno Mars
Doo-Wops & Hooligans,10,0HasfWMrNxTjycDy9TkRtA,The Other Side (feat. CeeLo Green and B.o.B),spotify:track:0HasfWMrNxTjycDy9TkRtA,0.117,0.5589999999999999,0.807,4.46e-06,0.14800000000000002,-3.887,0.0304,140.08100000000002,0.5429999999999999,51,Bruno Mars
Vesúvio,1,0QvroDjCXtzlEaCIgUSVmP,Vesúvio,spotify:track:0QvroDjCXtzlEaCIgUSVmP,0.546,0.759,0.53,9.44e-06,0.131,-11.286,0.0708,144.005,0.522,48,Djavan
Vesúvio,2,4YROgDqPrzpSmyYMO2zeoR,Solitude,spotify:track:4YROgDqPrzpSmyYMO2zeoR,0.404,0.6970000000000001,0.461,0.0,0.0963,-8.343,0.0425,143.898,0.665,47,Djavan
Vesúvio,3,7y1Qxsr4mFs4KwnsKpNWQ5,Dores Gris,spotify:track:7y1Qxsr4mFs4KwnsKpNWQ5,0.619,0.501,0.486,0.0,0.135,-11.425999999999998,0.0878,58.133,0.359,41,Djavan
Vesúvio,4,4pq62aPalYSemiPoZCxm6t,Tenho Medo de Ficar Só,spotify:track:4pq62aPalYSemiPoZCxm6t,0.701,0.461,0.219,0.0,0.109,-12.474,0.0439,94.262,0.0753,39,Djavan
Vesúvio,5,4KkRvHl9D0pVwCJ24Be030,Cedo ou Tarde,spotify:track:4KkRvHl9D0pVwCJ24Be030,0.542,0.542,0.477,0.000759,0.153,-11.166,0.0594,82.814,0.55,39,Djavan
Vesúvio,6,6B5TXJORVTdja2edmMDJ0U,Orquídea,spotify:track:6B5TXJORVTdja2edmMDJ0U,0.795,0.54,0.419,0.00014199999999999998,0.111,-12.104,0.0639,73.12899999999998,0.606,38,Djavan
Vesúvio,7,0vkCtaY3nljyHPfRYfmcLG,Viver é Dever,spotify:track:0vkCtaY3nljyHPfRYfmcLG,0.278,0.892,0.411,0.000253,0.0926,-11.081,0.0402,115.008,0.932,37,Djavan
Vesúvio,8,0vCldRAOOuG5Ic7bG8AY0g,Madressilva,spotify:track:0vCldRAOOuG5Ic7bG8AY0g,0.83,0.424,0.174,2.44e-05,0.097,-13.299,0.0405,145.144,0.307,36,Djavan
Vesúvio,9,1dtOELCCG7x3PDHivux1K7,Mãos Dadas,spotify:track:1dtOELCCG7x3PDHivux1K7,0.481,0.76,0.68,0.000155,0.12,-10.614,0.0472,129.958,0.723,36,Djavan
Vesúvio,10,2vgSRmGkjHeNIp47ZjrI2o,Meu Romance,spotify:track:2vgSRmGkjHeNIp47ZjrI2o,0.669,0.7090000000000001,0.485,0.00203,0.08800000000000001,-12.198,0.0296,89.994,0.332,36,Djavan
Vesúvio,11,59y8Ohg8P1tmeWQAprJtth,Entre Outras Mil,spotify:track:59y8Ohg8P1tmeWQAprJtth,0.381,0.6990000000000001,0.35600000000000004,4.85e-06,0.295,-11.142,0.0265,85.986,0.247,35,Djavan
Vesúvio,12,7Jgf7bcm9G5n8o9WFNUysn,Um Quase Amor,spotify:track:7Jgf7bcm9G5n8o9WFNUysn,0.713,0.649,0.6659999999999999,0.0,0.177,-9.271,0.151,87.296,0.655,36,Djavan
Vesúvio,13,1sYKXNUJ6s31jqDA5RhjwV,Esplendor (feat. Jorge Drexler) - Faixa Bônus,spotify:track:1sYKXNUJ6s31jqDA5RhjwV,0.655,0.573,0.466,0.000579,0.161,-11.618,0.0416,179.77700000000004,0.266,35,Djavan
Vidas Pra Contar,1,3xznKIX4T1J4G1xp8YAOQy,Vida Nordestina,spotify:track:3xznKIX4T1J4G1xp8YAOQy,0.388,0.733,0.5660000000000001,2.4100000000000006e-05,0.112,-7.556,0.0682,151.895,0.4970000000000001,35,Djavan
Vidas Pra Contar,2,63Uz9R99j34cXAUj6Gn5od,Só Pra Ser o Sol,spotify:track:63Uz9R99j34cXAUj6Gn5od,0.275,0.8029999999999999,0.703,0.0,0.061,-7.501,0.059,96.075,0.794,38,Djavan
Vidas Pra Contar,3,43mW8FJWZiYqhr9eZt9RNw,Encontrar-Te,spotify:track:43mW8FJWZiYqhr9eZt9RNw,0.828,0.662,0.28300000000000003,0.000144,0.108,-11.345999999999998,0.0317,67.809,0.214,38,Djavan
Vidas Pra Contar,4,2UM1ofQMJcb90FaWiWhOyJ,Primazia,spotify:track:2UM1ofQMJcb90FaWiWhOyJ,0.655,0.81,0.381,1.33e-06,0.111,-9.815,0.0403,102.045,0.174,33,Djavan
Vidas Pra Contar,5,4ZGMXn6kUqS8CTVkl3lDuk,Não é um Bolero,spotify:track:4ZGMXn6kUqS8CTVkl3lDuk,0.7120000000000001,0.648,0.506,1.7899999999999998e-05,0.113,-8.16,0.0378,139.44899999999998,0.5329999999999999,52,Djavan
Vidas Pra Contar,6,0v6sS6roUCTgNEAhD2Lakg,O Tal do Amor,spotify:track:0v6sS6roUCTgNEAhD2Lakg,0.544,0.623,0.35700000000000004,0.0,0.108,-8.771,0.0304,132.005,0.281,33,Djavan
Vidas Pra Contar,7,1HHsgbprjLRQh9Gsa7DPVu,Aridez,spotify:track:1HHsgbprjLRQh9Gsa7DPVu,0.128,0.6859999999999999,0.8140000000000001,2.12e-05,0.086,-7.3610000000000015,0.037000000000000005,93.887,0.8290000000000001,33,Djavan
Vidas Pra Contar,8,5kf0DrbiMpnXFTYEdyGIuC,Vidas Pra Contar,spotify:track:5kf0DrbiMpnXFTYEdyGIuC,0.628,0.59,0.392,1.85e-06,0.128,-8.978,0.0268,100.068,0.28600000000000003,33,Djavan
Vidas Pra Contar,9,4TBYXQzF0amB3dJfM8BTpd,Enguiçado,spotify:track:4TBYXQzF0amB3dJfM8BTpd,0.403,0.6920000000000001,0.611,4.46e-06,0.249,-9.103,0.0318,129.923,0.484,20,Djavan
Vidas Pra Contar,10,24wgehrySGZVRs7vA0IaLI,Se Não Vira Jazz,spotify:track:24wgehrySGZVRs7vA0IaLI,0.358,0.799,0.69,1.2e-06,0.218,-6.9860000000000015,0.0305,123.977,0.8340000000000001,35,Djavan
Vidas Pra Contar,11,7qsbYe5v8yw0sbEEOt7jmf,Dona do Horizonte,spotify:track:7qsbYe5v8yw0sbEEOt7jmf,0.8390000000000001,0.633,0.371,6.97e-06,0.0899,-8.841000000000003,0.0368,173.889,0.664,33,Djavan
Vidas Pra Contar,12,0j4b2UM23xlpqcNvEpfjA5,Ânsia de Viver,spotify:track:0j4b2UM23xlpqcNvEpfjA5,0.755,0.727,0.5920000000000001,0.000182,0.118,-9.045,0.0354,92.947,0.738,33,Djavan
Vidas Pra Contar,1,0tsmN4ah6Opbxc7VXqOnJE,Vida Nordestina,spotify:track:0tsmN4ah6Opbxc7VXqOnJE,0.379,0.736,0.58,1e-05,0.119,-7.4689999999999985,0.0718,151.91,0.535,21,Djavan
Vidas Pra Contar,2,146Z2Vcvs2T6wA15TQevTE,Só Pra Ser o Sol,spotify:track:146Z2Vcvs2T6wA15TQevTE,0.276,0.7929999999999999,0.7,0.0,0.0633,-7.478,0.0583,96.028,0.764,23,Djavan
Vidas Pra Contar,3,7iIkhQ15l2jnYzU2ytPL53,Encontrar-Te,spotify:track:7iIkhQ15l2jnYzU2ytPL53,0.8170000000000001,0.595,0.285,0.000136,0.108,-11.307,0.0318,66.48100000000001,0.224,24,Djavan
Vidas Pra Contar,4,33CX0n5J8e9tKVgpvqu9WR,Primazia,spotify:track:33CX0n5J8e9tKVgpvqu9WR,0.642,0.8009999999999999,0.38,1.32e-06,0.111,-9.804,0.0375,102.0,0.189,20,Djavan
Vidas Pra Contar,5,25D9YD6JDfQnWzPqgM9osJ,Não É um Bolero,spotify:track:25D9YD6JDfQnWzPqgM9osJ,0.669,0.643,0.51,6.61e-06,0.117,-8.115,0.0436,139.438,0.4920000000000001,35,Djavan
Vidas Pra Contar,6,4oRYzA2oyd6fejCLfPSUeh,O Tal do Amor,spotify:track:4oRYzA2oyd6fejCLfPSUeh,0.517,0.635,0.35200000000000004,0.0,0.107,-8.753,0.0289,132.017,0.257,19,Djavan
Vidas Pra Contar,7,439CpQMXEQFMNKRjpOKKVw,Aridez,spotify:track:439CpQMXEQFMNKRjpOKKVw,0.114,0.7120000000000001,0.818,3.55e-05,0.0889,-7.218,0.0339,93.95,0.8390000000000001,19,Djavan
Vidas Pra Contar,8,538uaIUEWS1bAWPw4xl5jv,Vidas Pra Contar,spotify:track:538uaIUEWS1bAWPw4xl5jv,0.623,0.604,0.397,1.94e-06,0.13,-8.94,0.0266,100.066,0.29600000000000004,19,Djavan
