album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,artist
"As/Is: Houston, TX - 7/24/04",6,3NrqGdZTVg6KbXYB08mAkg,Come Back to Bed - Live at C.W. Mitchell Pavillion,spotify:track:3NrqGdZTVg6KbXYB08mAkg,0.0327,0.4370000000000001,0.479,0.127,0.877,-9.292,0.0359,115.928,0.304,0,Jonh Mayer
"As/Is: Houston, TX - 7/24/04",7,7dbo1pM8w0iklh0bqSLcDR,Your Body Is a Wonderland - Live at C.W. Mitchell Pavillion,spotify:track:7dbo1pM8w0iklh0bqSLcDR,0.0272,0.604,0.618,0.00132,0.7909999999999999,-9.799,0.0284,95.049,0.637,1,Jonh Mayer
"As/Is: Houston, TX - 7/24/04",8,5czvYUDeDQUHZOgvkJJWVG,Bigger Than My Body - Live at C.W. Mitchell Pavillion,spotify:track:5czvYUDeDQUHZOgvkJJWVG,0.000912,0.52,0.929,1.42e-06,0.902,-6.3820000000000014,0.0459,118.222,0.591,0,Jonh Mayer
"As/Is: Houston, TX - 7/24/04",9,4TJwX1l8lQc9yyfnxYrjuA,Comfortable - Live at C.W. Mitchell Pavillion,spotify:track:4TJwX1l8lQc9yyfnxYrjuA,0.6859999999999999,0.268,0.318,7.68e-05,0.8590000000000001,-11.117,0.0304,174.771,0.289,0,Jonh Mayer
"As/Is: Houston, TX - 7/24/04",10,6SPQ1YTb86xoFfzQvRS3CB,Neon - Live at C.W. Mitchell Pavillion,spotify:track:6SPQ1YTb86xoFfzQvRS3CB,0.564,0.429,0.6709999999999999,0.000666,0.8390000000000001,-11.694,0.0644,110.695,0.568,0,Jonh Mayer
"As/Is: Philadelphia, PA/Hartford, CT - 8/14-8/15/04",1,32vVjPXwoTBctUcEIQmU1t,"Your Body Is a Wonderland - Live in Philadelphia, PA & Hartford, CT",spotify:track:32vVjPXwoTBctUcEIQmU1t,0.0537,0.534,0.7240000000000001,1.06e-05,0.941,-8.079,0.031,95.11,0.618,28,Jonh Mayer
"As/Is: Philadelphia, PA/Hartford, CT - 8/14-8/15/04",2,1Vis3NvnS2KmTz4QAB2wIz,"Only Heart - Live in Philadelphia, PA & Hartford, CT",spotify:track:1Vis3NvnS2KmTz4QAB2wIz,0.0034,0.534,0.862,0.0061,0.956,-7.489,0.042,123.675,0.6509999999999999,23,Jonh Mayer
"As/Is: Philadelphia, PA/Hartford, CT - 8/14-8/15/04",3,5DIqePZRkBQ6uoMcPAannh,"Something's Missing - Live in Philadelphia, PA & Hartford, CT",spotify:track:5DIqePZRkBQ6uoMcPAannh,0.00381,0.35200000000000004,0.7979999999999999,0.00245,0.8809999999999999,-7.447999999999999,0.0468,150.629,0.448,23,Jonh Mayer
"As/Is: Philadelphia, PA/Hartford, CT - 8/14-8/15/04",4,5gK3r2HLaNDIYzpUCoaVgx,"New Deep - Live in Philadelphia, PA & Hartford, CT",spotify:track:5gK3r2HLaNDIYzpUCoaVgx,0.104,0.555,0.628,0.03,0.77,-7.911,0.0288,146.371,0.847,23,Jonh Mayer
"As/Is: Philadelphia, PA/Hartford, CT - 8/14-8/15/04",5,2HqmzMSoYKIIxIo3IPDgtp,"Daughters - Live in Philadelphia, PA & Hartford, CT",spotify:track:2HqmzMSoYKIIxIo3IPDgtp,0.764,0.451,0.25,3.26e-06,0.8270000000000001,-17.072,0.0322,120.399,0.18,24,Jonh Mayer
"As/Is: Philadelphia, PA/Hartford, CT - 8/14-8/15/04",6,6yAshuL3hHBl7zyoTn0j3W,"My Stupid Mouth - Live in Philadelphia, PA & Hartford, CT",spotify:track:6yAshuL3hHBl7zyoTn0j3W,0.127,0.43,0.693,7.92e-06,0.934,-8.495,0.0328,91.386,0.452,22,Jonh Mayer
"As/Is: Philadelphia, PA/Hartford, CT - 8/14-8/15/04",7,1fTZfLRD6E5snDW5YC7qk5,"Covered in Rain - Live in Philadelphia, PA & Hartford, CT",spotify:track:1fTZfLRD6E5snDW5YC7qk5,0.00883,0.471,0.544,0.522,0.93,-8.144,0.0302,137.373,0.334,29,Jonh Mayer
"As/Is: Philadelphia, PA/Hartford, CT - 8/14-8/15/04",8,6T6O0Od0HcpJOD208yD0wr,"Come Back to Bed - Live in Philadelphia, PA & Hartford, CT",spotify:track:6T6O0Od0HcpJOD208yD0wr,0.0761,0.418,0.525,0.378,0.892,-8.161,0.0326,117.519,0.311,24,Jonh Mayer
"As/Is: Philadelphia, PA/Hartford, CT - 8/14-8/15/04",9,5O1BIKBvlKw6JMLjGfvcQT,"83 - Live in Philadelphia, PA & Hartford, CT",spotify:track:5O1BIKBvlKw6JMLjGfvcQT,0.0115,0.595,0.8340000000000001,0.00031800000000000003,0.741,-7.534,0.04,125.265,0.49,24,Jonh Mayer
"As/Is: Philadelphia, PA/Hartford, CT - 8/14-8/15/04",10,0YkaQ6bErWUqCSwiMS1BBF,"Hummingbird - Live in Philadelphia, PA & Hartford, CT",spotify:track:0YkaQ6bErWUqCSwiMS1BBF,0.6809999999999999,0.313,0.396,0.00015800000000000002,0.989,-11.053,0.0272,153.457,0.358,27,Jonh Mayer
"As/Is: Houston, TX - 7/24/04",1,7ntKde0RDt5FzvxjIMNptD,Clarity - Live at C.W. Mitchell Pavillion,spotify:track:7ntKde0RDt5FzvxjIMNptD,0.0219,0.556,0.728,0.00224,0.767,-8.6,0.0321,94.831,0.38,23,Jonh Mayer
"As/Is: Houston, TX - 7/24/04",2,3rq2KEOjAiF79aNU5FYfUb,No Such Thing - Live at C.W. Mitchell Pavillion,spotify:track:3rq2KEOjAiF79aNU5FYfUb,0.00194,0.479,0.785,0.0,0.905,-9.68,0.0336,133.602,0.586,21,Jonh Mayer
"As/Is: Houston, TX - 7/24/04",3,1C9TnfIII3cgOidiaIPWjc,Back to You - Live at C.W. Mitchell Pavillion,spotify:track:1C9TnfIII3cgOidiaIPWjc,0.0075200000000000015,0.445,0.872,0.000989,0.924,-7.48,0.0388,102.394,0.57,23,Jonh Mayer
"As/Is: Houston, TX - 7/24/04",4,46gxdLetkPEpmdetWwEgKX,Daughters - Live at C.W. Mitchell Pavillion,spotify:track:46gxdLetkPEpmdetWwEgKX,0.269,0.524,0.402,1.89e-06,0.7140000000000001,-12.253,0.0293,126.28,0.237,21,Jonh Mayer
"As/Is: Houston, TX - 7/24/04",5,4rG4naPzEGxPeVT1chpoHR,Blues Intro - Live at C.W. Mitchell Pavillion,spotify:track:4rG4naPzEGxPeVT1chpoHR,0.0102,0.534,0.826,0.894,0.586,-5.997999999999998,0.0743,157.025,0.657,25,Jonh Mayer
"As/Is: Houston, TX - 7/24/04",6,532deAZtYfScnNJD2Qx6e8,Come Back to Bed - Live at C.W. Mitchell Pavillion,spotify:track:532deAZtYfScnNJD2Qx6e8,0.0327,0.4370000000000001,0.479,0.127,0.877,-9.292,0.0359,115.928,0.304,25,Jonh Mayer
"As/Is: Houston, TX - 7/24/04",7,1S609dK1nzQrPqpNMU1Ytp,Your Body Is a Wonderland - Live at C.W. Mitchell Pavillion,spotify:track:1S609dK1nzQrPqpNMU1Ytp,0.0272,0.604,0.618,0.00132,0.7909999999999999,-9.799,0.0284,95.049,0.637,22,Jonh Mayer
"As/Is: Houston, TX - 7/24/04",8,3UIqpyBiZ3uWNJLz4qlx1o,Bigger Than My Body - Live at C.W. Mitchell Pavillion,spotify:track:3UIqpyBiZ3uWNJLz4qlx1o,0.000912,0.52,0.929,1.42e-06,0.902,-6.3820000000000014,0.0459,118.222,0.591,22,Jonh Mayer
"As/Is: Houston, TX - 7/24/04",9,6ymCz9KI6dJjaRUlC7daPZ,Comfortable - Live at C.W. Mitchell Pavillion,spotify:track:6ymCz9KI6dJjaRUlC7daPZ,0.6859999999999999,0.268,0.318,7.68e-05,0.8590000000000001,-11.117,0.0304,174.771,0.289,22,Jonh Mayer
"As/Is: Houston, TX - 7/24/04",10,1tRkKnzuQRoKIKcWGJx9MB,Neon - Live at C.W. Mitchell Pavillion,spotify:track:1tRkKnzuQRoKIKcWGJx9MB,0.564,0.429,0.6709999999999999,0.000666,0.8390000000000001,-11.694,0.0644,110.695,0.568,22,Jonh Mayer
"As/Is: Mountain View, CA - 7/16/04",1,4zvPBP0HVsoizqNcAAqS5a,No Such Thing - Live at the Shoreline Amphitheater,spotify:track:4zvPBP0HVsoizqNcAAqS5a,0.13,0.465,0.731,0.00036,0.909,-9.66,0.0367,131.46200000000002,0.503,24,Jonh Mayer
"As/Is: Mountain View, CA - 7/16/04",2,1qTXQwHB9eqAvAS7s194nk,Come Back to Bed - Live at the Shoreline Amphitheater,spotify:track:1qTXQwHB9eqAvAS7s194nk,0.00591,0.46,0.487,0.0371,0.922,-9.809,0.0304,114.952,0.348,25,Jonh Mayer
"As/Is: Mountain View, CA - 7/16/04",3,0gaGfsSi1je2SHjkr1PWkQ,Something's Missing - Live at the Shoreline Amphitheater,spotify:track:0gaGfsSi1je2SHjkr1PWkQ,0.081,0.424,0.657,0.00343,0.963,-8.667,0.0465,149.10299999999995,0.322,24,Jonh Mayer
"As/Is: Mountain View, CA - 7/16/04",4,0mDtXKkRdK0WA4cSrN2And,Split Screen Sadness - Live at the Shoreline Amphitheater,spotify:track:0mDtXKkRdK0WA4cSrN2And,0.0439,0.316,0.599,5.44e-06,0.974,-9.767,0.0369,107.399,0.226,23,Jonh Mayer
"As/Is: Mountain View, CA - 7/16/04",5,3itFNxYqj0ZWf8CD4NhNAh,New Deep - Live at the Shoreline Amphitheater,spotify:track:3itFNxYqj0ZWf8CD4NhNAh,0.205,0.565,0.617,0.000152,0.8390000000000001,-9.813,0.0446,147.106,0.703,22,Jonh Mayer
"As/Is: Mountain View, CA - 7/16/04",6,2lSA0yHBl9SWojDOi63xeq,Why Georgia - Live at the Shoreline Amphitheater,spotify:track:2lSA0yHBl9SWojDOi63xeq,0.0133,0.424,0.6829999999999999,0.000114,0.897,-9.779,0.0332,98.698,0.45,25,Jonh Mayer
"As/Is: Mountain View, CA - 7/16/04",7,6nziCDGUS6UJbm1ZCxRDuJ,Bigger Than My Body - Live at the Shoreline Amphitheater,spotify:track:6nziCDGUS6UJbm1ZCxRDuJ,0.00178,0.532,0.932,6.8e-05,0.931,-6.846,0.0449,118.213,0.435,23,Jonh Mayer
"As/Is: Mountain View, CA - 7/16/04",8,4kcA6ZMuuqOUwGN0PXdTcK,Home Life - Acoustic (Live at the Shoreline Amphitheater),spotify:track:4kcA6ZMuuqOUwGN0PXdTcK,0.726,0.422,0.402,0.0,0.795,-11.736,0.0484,112.005,0.382,22,Jonh Mayer
"As/Is: Mountain View, CA - 7/16/04",9,18V8P4GpfI8oo7ZklTybgk,Tracing - Acoustic (Live at the Shoreline Amphitheater),spotify:track:18V8P4GpfI8oo7ZklTybgk,0.742,0.314,0.342,0.0,0.752,-14.439,0.0326,91.768,0.434,27,Jonh Mayer
"As/Is: Mountain View, CA - 7/16/04",10,6FlByTWooCUp5sC75ejZhF,Comfortable - Acoustic (Live at the Shoreline Amphitheater),spotify:track:6FlByTWooCUp5sC75ejZhF,0.81,0.256,0.374,0.0,0.8,-11.613,0.0437,179.44799999999995,0.298,24,Jonh Mayer
Heavier Things,1,6atVS7UZBxoyJkkteM62u5,Clarity,spotify:track:6atVS7UZBxoyJkkteM62u5,0.172,0.6659999999999999,0.713,0.032,0.177,-3.551,0.0384,94.71,0.491,58,Jonh Mayer
Heavier Things,2,0Jh9EBGN205Yc7JN2zZ2f1,Bigger Than My Body,spotify:track:0Jh9EBGN205Yc7JN2zZ2f1,0.0121,0.607,0.936,0.0418,0.309,-3.071,0.033,117.303,0.517,58,Jonh Mayer
Heavier Things,3,4ibzxSKw3a6rtIorruN5GO,Something's Missing,spotify:track:4ibzxSKw3a6rtIorruN5GO,0.0989,0.545,0.899,0.0005809999999999999,0.131,-3.41,0.0302,152.02700000000004,0.531,53,Jonh Mayer
Heavier Things,4,7B2SMMslfm3Ocf7ZnTa5dS,New Deep,spotify:track:7B2SMMslfm3Ocf7ZnTa5dS,0.15,0.708,0.846,0.00233,0.0714,-3.664,0.0269,144.993,0.8590000000000001,44,Jonh Mayer
Heavier Things,5,1wU7z5XE8oa66ZvUlYAKfK,Come Back to Bed,spotify:track:1wU7z5XE8oa66ZvUlYAKfK,0.392,0.482,0.55,0.0208,0.111,-4.485,0.0267,114.435,0.353,53,Jonh Mayer
Heavier Things,6,4UoJ14X24nu9YGwE1r0JOy,Home Life,spotify:track:4UoJ14X24nu9YGwE1r0JOy,0.0043,0.677,0.826,0.0385,0.111,-3.1060000000000003,0.0245,105.982,0.605,41,Jonh Mayer
Heavier Things,7,2eMVogxm08LgfgnWpahooV,Split Screen Sadness,spotify:track:2eMVogxm08LgfgnWpahooV,0.0248,0.634,0.789,1.73e-05,0.149,-3.969,0.024,107.985,0.33,52,Jonh Mayer
Heavier Things,8,5FPnjikbwlDMULCCCa6ZCJ,Daughters,spotify:track:5FPnjikbwlDMULCCCa6ZCJ,0.8370000000000001,0.674,0.413,1.91e-05,0.098,-7.816,0.0274,124.895,0.503,67,Jonh Mayer
Heavier Things,9,3Ngl8Fn5UtCl2K7UD7EF9e,Only Heart,spotify:track:3Ngl8Fn5UtCl2K7UD7EF9e,0.0372,0.664,0.8390000000000001,0.000317,0.103,-2.619,0.034,120.942,0.949,43,Jonh Mayer
Heavier Things,10,2Jr39bnXx3WOUmdlI4S00f,Wheel,spotify:track:2Jr39bnXx3WOUmdlI4S00f,0.551,0.5820000000000001,0.395,0.000118,0.258,-8.279,0.0274,117.179,0.226,44,Jonh Mayer
Any Given Thursday,1,0FImRT14mgaNZblbRpZQBg,"3x5 - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:0FImRT14mgaNZblbRpZQBg,0.14800000000000002,0.269,0.7340000000000001,0.00336,0.926,-9.558,0.0365,99.268,0.359,0,Jonh Mayer
Any Given Thursday,2,1WyvrmVqYkmQCBuibpLEqt,"No Such Thing - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:1WyvrmVqYkmQCBuibpLEqt,0.108,0.434,0.908,6.61e-05,0.341,-7.334,0.0452,135.599,0.464,0,Jonh Mayer
Any Given Thursday,3,6zGmcB8lwH6tMndgPTXB63,"Back to You - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:6zGmcB8lwH6tMndgPTXB63,0.0855,0.431,0.936,0.0337,0.843,-6.73,0.0449,105.684,0.652,0,Jonh Mayer
Any Given Thursday,4,264l2iadKOKZhOv3ag5ESC,"City Love - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:264l2iadKOKZhOv3ag5ESC,0.163,0.518,0.774,0.00534,0.949,-6.632999999999999,0.0343,133.525,0.579,0,Jonh Mayer
Any Given Thursday,5,6EKX4Hi0h34HZa2rGBedMW,"Something's Missing - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:6EKX4Hi0h34HZa2rGBedMW,0.0708,0.49,0.765,0.00324,0.708,-7.54,0.0382,76.558,0.493,0,Jonh Mayer
Any Given Thursday,6,2ScVg7hVFkHfoYvVK3wAHC,"Lenny / Man On the Side - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:2ScVg7hVFkHfoYvVK3wAHC,0.8029999999999999,0.438,0.315,0.00292,0.867,-11.878,0.0345,120.211,0.35200000000000004,0,Jonh Mayer
Any Given Thursday,7,1UsarbwGD3O7mXy7G8Qj9x,"Message In a Bottle - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:1UsarbwGD3O7mXy7G8Qj9x,0.241,0.527,0.509,3.34e-06,0.573,-10.925999999999998,0.057,129.972,0.449,0,Jonh Mayer
Any Given Thursday,8,7DcLOJQLUhF32lF7vqpNS1,"Love Song for No One - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:7DcLOJQLUhF32lF7vqpNS1,0.0698,0.276,0.736,8.640000000000001e-05,0.887,-8.824,0.0334,147.28799999999995,0.509,0,Jonh Mayer
Any Given Thursday,1,14EqOD4Vc4H7uuatcbQ9Ri,"Why Georgia - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:14EqOD4Vc4H7uuatcbQ9Ri,0.0245,0.376,0.7170000000000001,0.000211,0.848,-8.642999999999999,0.0383,98.337,0.579,1,Jonh Mayer
Any Given Thursday,2,44r9WOHv83sK3mTk271FDL,"Your Body Is a Wonderland - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:44r9WOHv83sK3mTk271FDL,0.0399,0.56,0.7829999999999999,0.0612,0.84,-7.511,0.0374,97.928,0.782,0,Jonh Mayer
Any Given Thursday,3,5jliVqRLKzTLphQUvdehL7,"My Stupid Mouth - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:5jliVqRLKzTLphQUvdehL7,0.112,0.465,0.8420000000000001,0.000114,0.966,-8.158999999999999,0.0386,92.319,0.546,0,Jonh Mayer
Any Given Thursday,4,3GsHbBXnIbUUmvevSl5rrD,"Covered in Rain - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:3GsHbBXnIbUUmvevSl5rrD,0.0462,0.445,0.523,0.28,0.878,-9.854,0.0316,137.96,0.5489999999999999,2,Jonh Mayer
Any Given Thursday,5,4CGdAp0MVBpFa1MdUnRnEP,"83 Medley - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:4CGdAp0MVBpFa1MdUnRnEP,0.0985,0.435,0.843,0.000276,0.821,-8.09,0.0516,130.312,0.602,0,Jonh Mayer
Any Given Thursday,6,3YMLrDgy4mcMb5UFWyGn1U,"Comfortable - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:3YMLrDgy4mcMb5UFWyGn1U,0.507,0.205,0.455,7.2e-05,0.743,-11.298,0.039,181.957,0.277,0,Jonh Mayer
Any Given Thursday,7,2hjYTc5pvfqBRZGmiSwNpR,"Neon - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:2hjYTc5pvfqBRZGmiSwNpR,0.0411,0.487,0.7959999999999999,0.453,0.508,-9.273,0.042,107.416,0.726,0,Jonh Mayer
Any Given Thursday,1,0UVXkzxIKO5e4VXXM4ErjJ,"3x5 - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:0UVXkzxIKO5e4VXXM4ErjJ,0.14800000000000002,0.269,0.7340000000000001,0.00336,0.926,-9.558,0.0365,99.268,0.359,32,Jonh Mayer
Any Given Thursday,2,2djWxCzgjnFvUbYZf4ep46,"No Such Thing - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:2djWxCzgjnFvUbYZf4ep46,0.108,0.434,0.908,6.61e-05,0.341,-7.334,0.0452,135.599,0.464,32,Jonh Mayer
Any Given Thursday,3,30pIk7qIOrhJsKnGuFSqzY,"Back to You - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:30pIk7qIOrhJsKnGuFSqzY,0.0855,0.431,0.936,0.0337,0.843,-6.73,0.0449,105.684,0.652,32,Jonh Mayer
Any Given Thursday,4,2gCr4ESYU3CrXbJ4vVRLjO,"City Love - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:2gCr4ESYU3CrXbJ4vVRLjO,0.163,0.518,0.774,0.00534,0.949,-6.632999999999999,0.0343,133.525,0.579,32,Jonh Mayer
Any Given Thursday,5,0QWK9SwHslfeSrDSJXMI4M,"Something's Missing - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:0QWK9SwHslfeSrDSJXMI4M,0.0708,0.49,0.765,0.00324,0.708,-7.54,0.0382,76.558,0.493,31,Jonh Mayer
Any Given Thursday,6,2auWdKsT2wvdGIXjxBYvpS,"Lenny / Man On the Side - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:2auWdKsT2wvdGIXjxBYvpS,0.8029999999999999,0.438,0.315,0.00292,0.867,-11.878,0.0345,120.211,0.35200000000000004,37,Jonh Mayer
Any Given Thursday,7,3ndvuL1lqZNTdb7yBxKQFR,"Message In a Bottle - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:3ndvuL1lqZNTdb7yBxKQFR,0.241,0.527,0.509,3.34e-06,0.573,-10.925999999999998,0.057,129.972,0.449,39,Jonh Mayer
Any Given Thursday,8,3dC9btFVNotM5glH5pp3FG,"Love Song for No One - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:3dC9btFVNotM5glH5pp3FG,0.0698,0.276,0.736,8.640000000000001e-05,0.887,-8.824,0.0334,147.28799999999995,0.509,31,Jonh Mayer
Any Given Thursday,1,3URla9tUUZvizosMCHB0OV,"Why Georgia - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:3URla9tUUZvizosMCHB0OV,0.0245,0.376,0.7170000000000001,0.000211,0.848,-8.642999999999999,0.0383,98.337,0.579,33,Jonh Mayer
Any Given Thursday,2,0mPdhLVNOYqP9zwvb7uUIi,"Your Body Is a Wonderland - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:0mPdhLVNOYqP9zwvb7uUIi,0.0399,0.56,0.7829999999999999,0.0612,0.84,-7.511,0.0374,97.928,0.782,34,Jonh Mayer
Any Given Thursday,3,1GLeSb7JwiSuIsXdrirkmU,"My Stupid Mouth - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:1GLeSb7JwiSuIsXdrirkmU,0.112,0.465,0.8420000000000001,0.000114,0.966,-8.158999999999999,0.0386,92.319,0.546,30,Jonh Mayer
Any Given Thursday,4,74O2ijHJxPd6FJMgL6A4aq,"Covered in Rain - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:74O2ijHJxPd6FJMgL6A4aq,0.0462,0.445,0.523,0.28,0.878,-9.854,0.0316,137.96,0.5489999999999999,43,Jonh Mayer
Any Given Thursday,5,79Q12zPPmbgWwfH9KFCSvL,"83 Medley - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:79Q12zPPmbgWwfH9KFCSvL,0.0985,0.435,0.843,0.000276,0.821,-8.09,0.0516,130.312,0.602,31,Jonh Mayer
Any Given Thursday,6,4zmaLdhEGKtsbHmnF0BmZX,"Comfortable - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:4zmaLdhEGKtsbHmnF0BmZX,0.507,0.205,0.455,7.2e-05,0.743,-11.298,0.039,181.957,0.277,31,Jonh Mayer
Any Given Thursday,7,2Jqrf5JyW53Xnmk1QIvxYv,"Neon - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",spotify:track:2Jqrf5JyW53Xnmk1QIvxYv,0.0411,0.487,0.7959999999999999,0.453,0.508,-9.273,0.042,107.416,0.726,30,Jonh Mayer
Room For Squares,1,6Vecwo7AHst9V2CE3kmwr0,No Such Thing,spotify:track:6Vecwo7AHst9V2CE3kmwr0,0.0383,0.6679999999999999,0.7390000000000001,0.0,0.13,-4.919,0.0308,131.918,0.5710000000000001,65,Jonh Mayer
Room For Squares,2,1c7UYTut2SBOPq64o2t0uN,Why Georgia,spotify:track:1c7UYTut2SBOPq64o2t0uN,0.0208,0.608,0.639,5.94e-05,0.0893,-7.205,0.0246,96.915,0.369,65,Jonh Mayer
Room For Squares,3,3jFP1e8IUpD9QbltEI1Hcg,My Stupid Mouth,spotify:track:3jFP1e8IUpD9QbltEI1Hcg,0.0143,0.608,0.603,1.22e-05,0.0833,-6.792000000000002,0.0271,88.824,0.49,57,Jonh Mayer
Room For Squares,4,7vFv0yFGMJW3qVXbAd9BK9,Your Body Is a Wonderland,spotify:track:7vFv0yFGMJW3qVXbAd9BK9,0.0206,0.647,0.7290000000000001,0.0489,0.134,-6.251,0.0236,94.01,0.687,76,Jonh Mayer
Room For Squares,5,7Kohy4v3KLWfUXlv9N3feB,Neon,spotify:track:7Kohy4v3KLWfUXlv9N3feB,0.0181,0.6990000000000001,0.77,0.000138,0.0644,-7.657999999999999,0.036000000000000004,101.984,0.589,60,Jonh Mayer
Room For Squares,6,5O3fUsQQBFxW8SH1kHthDH,City Love,spotify:track:5O3fUsQQBFxW8SH1kHthDH,0.00576,0.6509999999999999,0.5479999999999999,5.58e-05,0.145,-6.0360000000000005,0.0304,67.604,0.411,48,Jonh Mayer
Room For Squares,7,0seE1aF8gzSPH79Dcvcbw2,83,spotify:track:0seE1aF8gzSPH79Dcvcbw2,0.0677,0.7040000000000001,0.838,0.006690000000000001,0.121,-5.744,0.0289,121.972,0.6990000000000001,47,Jonh Mayer
Room For Squares,8,2Knlcf82LF6hp6Bf0gldtN,3x5,spotify:track:2Knlcf82LF6hp6Bf0gldtN,0.0847,0.502,0.785,0.0337,0.111,-6.64,0.0275,96.994,0.59,48,Jonh Mayer
Room For Squares,9,2L4no3iw54gGX1ZwCNfYSL,Love Song for No One,spotify:track:2L4no3iw54gGX1ZwCNfYSL,0.0352,0.528,0.755,0.0,0.345,-4.671,0.0311,144.024,0.4320000000000001,46,Jonh Mayer
Room For Squares,10,3brCbW1KbGBUvMsqUhHQEy,Back to You,spotify:track:3brCbW1KbGBUvMsqUhHQEy,0.00698,0.5710000000000001,0.835,3.05e-05,0.0639,-5.574,0.0327,101.94,0.521,55,Jonh Mayer
Room For Squares,11,2MCBSxOnkMcVkbaLplGYjX,Great Indoors,spotify:track:2MCBSxOnkMcVkbaLplGYjX,0.0157,0.591,0.617,4.35e-05,0.146,-7.495,0.0259,109.956,0.48,44,Jonh Mayer
Room For Squares,12,24QhGejjYWG2CfbHRGLmEr,Not Myself,spotify:track:24QhGejjYWG2CfbHRGLmEr,0.0274,0.539,0.49,0.0166,0.102,-7.257999999999999,0.0234,89.991,0.226,45,Jonh Mayer
Room For Squares,13,3W93koK957HaoaNHyA3dTm,St. Patrick's Day,spotify:track:3W93koK957HaoaNHyA3dTm,0.0502,0.597,0.439,0.000129,0.19,-7.126,0.0258,127.89,0.127,48,Jonh Mayer
Inside Wants Out,1,2LfhnQyrBpRU0HgKIrC9VE,Back To You - EP Version,spotify:track:2LfhnQyrBpRU0HgKIrC9VE,0.0746,0.602,0.637,0.133,0.121,-10.878,0.0316,99.374,0.532,38,Jonh Mayer
Inside Wants Out,2,2hv6VI0I0BZDY15qsPOrjW,No Such Thing - Demo Version,spotify:track:2hv6VI0I0BZDY15qsPOrjW,0.785,0.642,0.411,0.00384,0.103,-9.484,0.0283,129.14600000000002,0.494,52,Jonh Mayer
Inside Wants Out,3,2Aw2LtgxU2vLoZRL6yktvc,My Stupid Mouth - Demo Version,spotify:track:2Aw2LtgxU2vLoZRL6yktvc,0.794,0.414,0.322,6.579999999999999e-05,0.13699999999999998,-9.51,0.0333,175.13099999999997,0.4270000000000001,38,Jonh Mayer
Inside Wants Out,4,25ueyWzih8QBtf7EzHc3aW,Neon - EP Version,spotify:track:25ueyWzih8QBtf7EzHc3aW,0.833,0.5920000000000001,0.379,0.000225,0.369,-12.347,0.0503,109.082,0.8140000000000001,39,Jonh Mayer
Inside Wants Out,5,3EaMrRGeNLb0llMv2wylUr,Victoria - EP Version,spotify:track:3EaMrRGeNLb0llMv2wylUr,0.865,0.682,0.264,0.0019,0.102,-11.915,0.0378,72.891,0.219,50,Jonh Mayer
Inside Wants Out,6,34DLX2len1rusux53yqlRu,Love Soon - EP Version,spotify:track:34DLX2len1rusux53yqlRu,0.836,0.701,0.35600000000000004,0.000323,0.0944,-10.237,0.031,97.304,0.564,37,Jonh Mayer
